scrape_date,title,url,source_page,department,location,time_type,posted,requisition_id,scrape_time,scrape_day
2025-03-10,"Assistant Dean, Chicano Latino Student Affairs (12-month, Onsite)",https://theclaremontcolleges.wd1.myworkdayjobs.com/en-US/TCCS_Careers/job/Claremont/Assistant-Dean--Chicano-Latino-Student-Affairs--12-month--Onsite-_REQ-7157,https://theclaremontcolleges.wd1.myworkdayjobs.com/TCCS_Careers,TCCS,,,,,09:02:16,Mon
2025-03-10,Campus Safety Dispatcher (Onsite; 4/10 Schedule),https://theclaremontcolleges.wd1.myworkdayjobs.com/en-US/TCCS_Careers/job/Claremont/Campus-Safety-Dispatcher--Onsite--4-10-Schedule-_REQ-7158,https://theclaremontcolleges.wd1.myworkdayjobs.com/TCCS_Careers,TCCS,,,,,09:02:29,Mon
2025-03-10,Network Engineer,https://theclaremontcolleges.wd1.myworkdayjobs.com/en-US/TCCS_Careers/job/Claremont/Network-Engineer_REQ-7133,https://theclaremontcolleges.wd1.myworkdayjobs.com/TCCS_Careers,TCCS,,,,,09:02:41,Mon
2025-03-10,Acquisitions Associate,https://theclaremontcolleges.wd1.myworkdayjobs.com/en-US/TCCS_Careers/job/Claremont/Acquisitions-Associate_REQ-7137,https://theclaremontcolleges.wd1.myworkdayjobs.com/TCCS_Careers,TCCS,,,,,09:02:53,Mon
2025-03-10,"Campus Safety Officer (Onsite, 4/10)",https://theclaremontcolleges.wd1.myworkdayjobs.com/en-US/TCCS_Careers/job/Claremont/Campus-Safety-Officer--Onsite--4-10-_REQ-7138-1,https://theclaremontcolleges.wd1.myworkdayjobs.com/TCCS_Careers,TCCS,,,,,09:03:05,Mon
2025-03-10,Building Automation Systems Specialist,https://theclaremontcolleges.wd1.myworkdayjobs.com/en-US/TCCS_Careers/job/Claremont/TCCS---Building-Automation-Systems-Specialist_REQ-7123,https://theclaremontcolleges.wd1.myworkdayjobs.com/TCCS_Careers,TCCS,,,,,09:03:17,Mon
2025-03-10,"Staff Physician (9-Months, Full-Time)",https://theclaremontcolleges.wd1.myworkdayjobs.com/en-US/TCCS_Careers/job/Claremont/Staff-Physician--9-Months--Full-Time-_REQ-7035,https://theclaremontcolleges.wd1.myworkdayjobs.com/TCCS_Careers,TCCS,,,,,09:03:29,Mon
2025-03-10,Building Automation Systems Supervisor,https://theclaremontcolleges.wd1.myworkdayjobs.com/en-US/TCCS_Careers/job/Claremont/Building-Automation-Systems-Supervisor_REQ-7031,https://theclaremontcolleges.wd1.myworkdayjobs.com/TCCS_Careers,TCCS,,,,,09:03:42,Mon
2025-03-10,Locksmith,https://theclaremontcolleges.wd1.myworkdayjobs.com/en-US/TCCS_Careers/job/Claremont/Locksmith_REQ-6993,https://theclaremontcolleges.wd1.myworkdayjobs.com/TCCS_Careers,TCCS,,,,,09:03:54,Mon
2025-03-10,Head of Information Literacy & Student Engagement,https://theclaremontcolleges.wd1.myworkdayjobs.com/en-US/TCCS_Careers/job/Claremont/Head-of-Information-Literacy---Student-Engagement_REQ-6918,https://theclaremontcolleges.wd1.myworkdayjobs.com/TCCS_Careers,TCCS,,,,,09:04:06,Mon
